emp_no,first_name,last_name,title,to_date
103696,Vidar,Kowalchuk,Senior Engineer,1/1/99
103697,Genki,Straney,Engineer,1/1/99
103699,Collette,Kandlur,Senior Engineer,1/1/99
103710,Yongdong,Przulj,Technique Leader,1/1/99
103717,Kwangjo,Zhang,Staff,1/1/99
103718,Shooichi,Highland,Engineer,1/1/99
103729,Luisa,Yavatkar,Senior Engineer,1/1/99
103731,Leandro,Cyre,Engineer,1/1/99
103733,Paraskevi,Ravishankar,Senior Engineer,1/1/99
103741,Ranan,Loncour,Technique Leader,1/1/99
103745,Tsvetan,Merey,Staff,1/1/99
103752,Manton,Parveen,Senior Engineer,1/1/99
103754,Ebru,Nicolson,Senior Engineer,1/1/99
103759,Rance,Rajaraman,Staff,1/1/99
103764,Berhard,Muchinsky,Senior Engineer,1/1/99
103766,Ronghao,Monkewich,Engineer,1/1/99
103773,Radoslaw,Bonifati,Senior Engineer,1/1/99
103780,Elvis,Lukaszewicz,Senior Staff,1/1/99
103781,Arvin,Rajcani,Senior Staff,1/1/99
103785,Heejo,Kropatsch,Staff,1/1/99
103792,Tayeb,Tyugu,Senior Engineer,1/1/99
103800,Arunas,Rehfuss,Senior Engineer,1/1/99
103814,Arco,Brlek,Staff,1/1/99
103820,Venkatesan,Casperson,Senior Engineer,1/1/99
103833,Valdiodio,Tsukuda,Engineer,1/1/99
103835,Masasuke,Cyre,Senior Engineer,1/1/99
103842,Stevo,Luef,Staff,1/1/99
103848,Mohua,Lienhardt,Senior Staff,1/1/99
103849,Luerbio,Bennet,Senior Engineer,1/1/99
103850,Oscal,Stenning,Staff,1/1/99
103855,Christophe,Peres,Technique Leader,1/1/99
103862,Christophe,Koblitz,Senior Engineer,1/1/99
103865,Eishiro,Pews,Senior Engineer,1/1/99
103871,Lakshmi,Jumpertz,Engineer,1/1/99
103876,Mohammad,Suppi,Senior Engineer,1/1/99
103878,Uta,Brandsma,Staff,1/1/99
103885,Christophe,Heijenga,Senior Staff,1/1/99
103886,Edwin,Yemenis,Senior Engineer,1/1/99
103892,Ohad,Bouloucos,Senior Engineer,1/1/99
103897,Vivian,Munos,Senior Engineer,1/1/99
103903,Zito,Peral,Senior Engineer,1/1/99
103905,Chiradeep,Bazelow,Staff,1/1/99
103912,Kankanahalli,Ibel,Senior Staff,1/1/99
103913,Shahid,Yurov,Senior Engineer,1/1/99
103918,Seshu,Jenevein,Technique Leader,1/1/99
103934,Clyde,Apsitis,Senior Engineer,1/1/99
103936,Chikako,Bolsens,Senior Engineer,1/1/99
103938,Toshimi,Frolund,Senior Engineer,1/1/99
103939,Ugo,Begiun,Senior Engineer,1/1/99
103951,Eben,Luders,Senior Engineer,1/1/99
103963,Moty,Beutelspacher,Senior Engineer,1/1/99
103986,Kenroku,Tempesti,Senior Staff,1/1/99
103987,Aimee,Uhrik,Senior Engineer,1/1/99
103990,Hilary,Polajnar,Senior Staff,1/1/99
103996,Manton,Terekhov,Senior Engineer,1/1/99
104002,Subbu,Passino,Staff,1/1/99
104005,Ibibia,Molenkamp,Senior Engineer,1/1/99
104009,Nevin,Kornyak,Engineer,1/1/99
104011,Masanao,Journel,Staff,1/1/99
104014,Honglan,Krohn,Senior Engineer,1/1/99
104020,Divier,Berstel,Senior Engineer,1/1/99
104021,Yonghoan,Mondadori,Senior Engineer,1/1/99
104024,Lakshmi,Rousseau,Senior Engineer,1/1/99
104029,Alper,Pagter,Staff,1/1/99
104035,Sivanarayana,Chandrasekhar,Senior Staff,1/1/99
104043,Tse,Swiss,Senior Staff,1/1/99
104044,Lunjin,Ranst,Staff,1/1/99
104047,Girolamo,Zweizig,Engineer,1/1/99
104054,Uinam,Rothe,Senior Engineer,1/1/99
104056,Yahiko,Bauknecht,Assistant Engineer,1/1/99
104060,Moriyoshi,Baca,Technique Leader,1/1/99
104073,Vitali,Peral,Senior Staff,1/1/99
104087,Vatsa,Zielinski,Engineer,1/1/99
104092,Abdelaziz,Vitiello,Assistant Engineer,1/1/99
104093,Cristinel,Streng,Senior Staff,1/1/99
104110,Gaurav,Lupu,Senior Staff,1/1/99
104117,Prasadram,Raczkowsky,Staff,1/1/99
104122,Georg,Schreiter,Senior Engineer,1/1/99
104126,Torsten,Kolvik,Staff,1/1/99
104130,Kazuhira,Rodiger,Senior Engineer,1/1/99
104135,Yaghout,Servi,Staff,1/1/99
104140,Fei,Asrin,Senior Engineer,1/1/99
104143,Gino,Morton,Senior Engineer,1/1/99
104144,Gilbert,Staelin,Engineer,1/1/99
104145,Mang,Selvestrel,Senior Engineer,1/1/99
104160,Kotesh,Kamber,Technique Leader,1/1/99
104165,Heping,Hainaut,Senior Staff,1/1/99
104166,Zhaofang,Beznosov,Senior Staff,1/1/99
104170,Marsal,Khalid,Engineer,1/1/99
104175,Sumali,Halloran,Senior Engineer,1/1/99
104180,Phillip,Kragelund,Staff,1/1/99
104184,Roselyn,Ventosa,Senior Engineer,1/1/99
104188,Zhaofang,Wilfing,Engineer,1/1/99
104196,Dulce,Norsworthy,Senior Staff,1/1/99
104203,Shigenori,Gyorkos,Staff,1/1/99
104210,Ziyad,Schaaf,Technique Leader,1/1/99
104211,Khun,Biran,Staff,1/1/99
104216,Aram,Argence,Senior Engineer,1/1/99
104221,Kiyomitsu,Selvestrel,Senior Engineer,1/1/99
104222,Gretta,Wursthorn,Senior Engineer,1/1/99
104228,Xuejia,Kropp,Senior Engineer,1/1/99
104229,Atreye,Heping,Technique Leader,1/1/99
104231,Khedija,Callaway,Staff,1/1/99
104232,Jianhui,Lanphier,Senior Staff,1/1/99
104233,Cordelia,Kolvik,Engineer,1/1/99
104254,Tuval,Lichtner,Senior Engineer,1/1/99
104258,Uma,Claffy,Staff,1/1/99
104266,Kiyokazu,Antonakopoulos,Engineer,1/1/99
104289,Chikara,Oskamp,Technique Leader,1/1/99
104294,Siddarth,Flowers,Senior Engineer,1/1/99
104298,Branimir,Serra,Engineer,1/1/99
104302,Taisook,Borstler,Senior Staff,1/1/99
104303,Kish,Schmiedel,Engineer,1/1/99
104306,Barton,Covnot,Engineer,1/1/99
104313,Makato,Thisen,Senior Engineer,1/1/99
104316,Kristian,Demeyer,Senior Engineer,1/1/99
104328,Luerbio,Setlzner,Technique Leader,1/1/99
104329,Ranga,Nannarelli,Senior Engineer,1/1/99
104333,Aiichiro,Syrotiuk,Senior Staff,1/1/99
104334,Salvador,Quittner,Engineer,1/1/99
104336,Shigeu,Lagarias,Senior Engineer,1/1/99
104338,Vitaly,Fargier,Senior Engineer,1/1/99
104354,Dannz,Erev,Senior Engineer,1/1/99
104357,Eirik,Sethi,Senior Engineer,1/1/99
104361,Zhongwei,Msuda,Senior Engineer,1/1/99
104363,Mansur,Xiaoshan,Senior Staff,1/1/99
104366,Yaghout,Erman,Technique Leader,1/1/99
104369,Elliott,Fandrianto,Senior Staff,1/1/99
104373,Danil,Setiz,Engineer,1/1/99
104381,Katsuyuki,Demian,Senior Engineer,1/1/99
104384,Huai,Suermann,Senior Engineer,1/1/99
104389,Kankanahalli,Gronowski,Senior Engineer,1/1/99
104392,Laurentiu,Kinley,Staff,1/1/99
104399,Dipankar,Schnelling,Senior Engineer,1/1/99
104402,Gonzalo,Molenaar,Staff,1/1/99
104410,Shahaf,Valtorta,Engineer,1/1/99
104411,Zengping,Desikan,Senior Staff,1/1/99
104414,Gonzalo,Badr,Senior Staff,1/1/99
104432,Arun,Khalil,Staff,1/1/99
104435,Holgard,Kampfer,Staff,1/1/99
104437,Mrinalini,Vieri,Assistant Engineer,1/1/99
104452,Paloma,Lorin,Senior Engineer,1/1/99
104456,Shunichi,Munawer,Senior Engineer,1/1/99
104467,Anoosh,Panwar,Senior Engineer,1/1/99
104475,Aksel,Luks,Technique Leader,1/1/99
104478,Shrikanth,Goodrum,Technique Leader,1/1/99
104497,Mokhtar,Isard,Engineer,1/1/99
104500,Henk,Kieras,Assistant Engineer,1/1/99
104502,Utpal,Garrabrants,Technique Leader,1/1/99
104503,Poornachandra,Kalefeld,Senior Engineer,1/1/99
104504,Waiman,Kilgore,Senior Engineer,1/1/99
104508,Wilmer,Thummel,Senior Engineer,1/1/99
104515,Margareta,Hitomi,Senior Staff,1/1/99
104518,Zorica,Strehl,Senior Staff,1/1/99
104525,Berry,Gips,Assistant Engineer,1/1/99
104529,Yishay,Hitomi,Staff,1/1/99
104532,Shahid,Beeson,Engineer,1/1/99
104536,Shooichi,Ernst,Senior Staff,1/1/99
104537,Sadun,Schnelling,Technique Leader,1/1/99
104540,Erez,Fordan,Senior Engineer,1/1/99
104541,Leif,Zolotykh,Engineer,1/1/99
104542,Yahiko,Rosaz,Staff,1/1/99
104543,Shahid,Ecklund,Senior Staff,1/1/99
104549,Chaoyi,Sabnani,Assistant Engineer,1/1/99
104550,Barton,Krupka,Senior Engineer,1/1/99
104551,Byong,Hofman,Senior Engineer,1/1/99
104557,Turgut,Kushnir,Technique Leader,1/1/99
104565,Shigehiro,Peck,Senior Engineer,1/1/99
104569,Szabolcs,Peris,Staff,1/1/99
104571,Tuval,Braccini,Senior Engineer,1/1/99
104593,Arno,Maksimenko,Senior Engineer,1/1/99
104594,Douadi,Cyre,Senior Engineer,1/1/99
104596,Patricio,Lipner,Engineer,1/1/99
104600,Ute,Passafiume,Senior Engineer,1/1/99
104625,Odoardo,Vendrig,Senior Engineer,1/1/99
104626,Patricio,Zaiane,Senior Staff,1/1/99
104629,Tzu,Basart,Senior Engineer,1/1/99
104640,Chaosheng,Conia,Engineer,1/1/99
104644,Yuguang,Lieblein,Senior Engineer,1/1/99
104648,Cathie,DiGiano,Senior Engineer,1/1/99
104658,Mrinalini,Ratnakar,Assistant Engineer,1/1/99
104659,Subhash,Lieblein,Engineer,1/1/99
104660,Ravishankar,Cusworth,Senior Staff,1/1/99
104663,Sakthirel,Nannarelli,Engineer,1/1/99
104670,Tzvetan,Cappelletti,Senior Engineer,1/1/99
104674,Janche,Wilharm,Senior Engineer,1/1/99
104680,Berto,Serre,Engineer,1/1/99
104711,Herb,Vural,Senior Engineer,1/1/99
104717,Phuoc,Rebaine,Senior Engineer,1/1/99
104718,Lorien,Brandsma,Senior Engineer,1/1/99
104721,Filipp,Felcyn,Engineer,1/1/99
104722,Van,Emmart,Staff,1/1/99
104723,Kazuyasu,Ponthieu,Senior Engineer,1/1/99
104728,Shahid,Ducloy,Senior Engineer,1/1/99
104736,Shuky,Birke,Senior Engineer,1/1/99
104739,Zeljko,Eterovic,Engineer,1/1/99
104740,Vishwani,Ghalwash,Senior Staff,1/1/99
104742,Bodh,Haldar,Staff,1/1/99
104745,Hongzhu,Lichtner,Engineer,1/1/99
104747,Tooru,Yurov,Engineer,1/1/99
104751,Mary,Puoti,Staff,1/1/99
104753,Along,Zongker,Technique Leader,1/1/99
104755,Tetsurou,Zschoche,Senior Engineer,1/1/99
104760,Gian,Gulla,Technique Leader,1/1/99
104772,Yannik,VanScheik,Staff,1/1/99
104779,Sergi,Hartvigsen,Senior Engineer,1/1/99
104783,Lech,Mullainathan,Senior Staff,1/1/99
104787,Udaiprakash,Limongiello,Engineer,1/1/99
104801,Fatemeh,Hardjono,Senior Staff,1/1/99
104811,Wayne,Dulli,Senior Engineer,1/1/99
104826,Kotesh,Junet,Senior Engineer,1/1/99
104829,Irene,Quittner,Senior Staff,1/1/99
104831,Itzchak,Peral,Engineer,1/1/99
104838,Kolar,Dalton,Senior Engineer,1/1/99
104850,Avishai,Michaeli,Senior Engineer,1/1/99
104852,Theirry,Munawer,Senior Engineer,1/1/99
104865,Odinaldo,Brookman,Engineer,1/1/99
104875,Francesca,Schrooten,Senior Engineer,1/1/99
104880,Conrado,Gulak,Engineer,1/1/99
104882,Gererd,Asrin,Technique Leader,1/1/99
104884,Chuanyi,Hasenauer,Senior Engineer,1/1/99
104885,Adel,Baek,Technique Leader,1/1/99
104894,Phule,Schaft,Senior Staff,1/1/99
104897,Marl,Merks,Engineer,1/1/99
104899,Haldon,Kushnir,Senior Staff,1/1/99
104919,Diederik,Munch,Senior Engineer,1/1/99
104921,Kellie,Chandrasekhar,Senior Engineer,1/1/99
104928,Phule,Codenie,Senior Engineer,1/1/99
104930,Macha,Peac,Technique Leader,1/1/99
104931,Kristin,Delaune,Staff,1/1/99
104936,Surveyors,Ruther,Senior Engineer,1/1/99
104939,Armond,Masamoto,Senior Engineer,1/1/99
104941,Yonghong,Schaap,Senior Engineer,1/1/99
104945,Gro,Polupanov,Senior Engineer,1/1/99
104948,Yongmao,Showalter,Staff,1/1/99
104954,Torsten,Veccia,Assistant Engineer,1/1/99
104967,Hiroyasu,Gerlach,Staff,1/1/99
104974,Danel,Nergos,Staff,1/1/99
104977,Shounak,Yetim,Engineer,1/1/99
104993,Takahiro,Sluis,Senior Staff,1/1/99
104998,Syozo,Setia,Senior Engineer,1/1/99
105002,Jingling,Millington,Senior Staff,1/1/99
105010,Subbu,Chiodo,Staff,1/1/99
105033,Takahira,Quadeer,Engineer,1/1/99
105040,Vojin,Erbe,Senior Engineer,1/1/99
105041,Paris,Gist,Senior Engineer,1/1/99
105044,Hairong,Pouyioutas,Staff,1/1/99
105060,Manu,Rosin,Senior Staff,1/1/99
105063,Xiaoshan,Luon,Senior Engineer,1/1/99
105071,Jeong,Gluchowski,Staff,1/1/99
105072,Gennadi,Atchley,Engineer,1/1/99
105075,Kiyotoshi,Keohane,Senior Engineer,1/1/99
105081,Yechezkel,Gyorkos,Senior Engineer,1/1/99
105085,Mamdouh,Bach,Senior Staff,1/1/99
105091,Masaki,Perly,Staff,1/1/99
105093,Lalit,Fontet,Senior Staff,1/1/99
105095,Steen,Leppanen,Senior Engineer,1/1/99
105100,Boguslaw,Fabrizio,Engineer,1/1/99
105103,Elvis,Zambonelli,Senior Engineer,1/1/99
105117,Shuky,Papsdorf,Engineer,1/1/99
105120,Dannz,Litzler,Senior Engineer,1/1/99
105131,Sandeepan,Sidou,Senior Engineer,1/1/99
105132,Along,Rohrbach,Staff,1/1/99
105133,Olivera,Rande,Engineer,1/1/99
105135,Mircea,Haraldson,Technique Leader,1/1/99
105139,Shooichi,Gide,Technique Leader,1/1/99
105143,Tse,Dulli,Senior Engineer,1/1/99
105148,Marsha,Schicker,Engineer,1/1/99
105152,Mikhail,Cesareni,Senior Staff,1/1/99
105153,Gurbir,Staudhammer,Engineer,1/1/99
105155,Augustine,Talmon,Senior Engineer,1/1/99
105183,Makato,Erie,Senior Staff,1/1/99
105185,Sivanarayana,Rothe,Senior Engineer,1/1/99
105189,Huan,Hofting,Senior Engineer,1/1/99
105198,Manu,Rosaz,Staff,1/1/99
105202,Susumu,Jording,Senior Staff,1/1/99
105204,Ennio,Schaad,Senior Staff,1/1/99
105208,Moon,Grospietsch,Senior Engineer,1/1/99
105211,Alois,Jarecki,Senior Engineer,1/1/99
105220,Uma,Georg,Engineer,1/1/99
105222,Gaetan,Weiland,Senior Engineer,1/1/99
105223,Jiakeng,Manders,Senior Engineer,1/1/99
105226,Murthy,Menyhert,Staff,1/1/99
105228,Danco,Stroustrup,Staff,1/1/99
105234,Frederique,Navazio,Senior Engineer,1/1/99
105241,Arra,Ulupinar,Senior Engineer,1/1/99
105257,Sajjan,Eastman,Senior Engineer,1/1/99
105259,Mohamadou,Wiegley,Engineer,1/1/99
105261,Domenick,Rullman,Senior Engineer,1/1/99
105262,Souichi,Hitomi,Senior Engineer,1/1/99
105268,Lalit,Greenaway,Senior Engineer,1/1/99
105272,Nimmagadda,Lichtner,Engineer,1/1/99
105296,Conor,Peha,Staff,1/1/99
105303,Lihong,Gulak,Staff,1/1/99
105304,Nikolaus,Steinauer,Senior Engineer,1/1/99
105310,Olivera,Ferriere,Senior Engineer,1/1/99
105311,Mohammad,Conry,Staff,1/1/99
105313,Richara,McFarlin,Senior Staff,1/1/99
105321,Maha,Codenie,Senior Engineer,1/1/99
105325,Hideo,Kadhim,Senior Engineer,1/1/99
105326,Almudena,Comte,Engineer,1/1/99
105328,Alain,Hoppenstand,Technique Leader,1/1/99
105332,Kenton,Sudbeck,Senior Engineer,1/1/99
105336,Shalesh,Mitchem,Senior Engineer,1/1/99
105345,Yucai,Schauser,Staff,1/1/99
105346,Pradeep,Gluchowski,Senior Engineer,1/1/99
105357,Martien,Billawala,Senior Engineer,1/1/99
105365,Iara,Backhouse,Senior Engineer,1/1/99
105369,Augustine,Cooke,Staff,1/1/99
105372,Martial,Muniz,Senior Engineer,1/1/99
105375,Douadi,Simmen,Senior Engineer,1/1/99
105377,Seongbin,Lambe,Senior Engineer,1/1/99
105380,Lijie,Ramras,Technique Leader,1/1/99
105388,Sarita,Lorch,Senior Engineer,1/1/99
105391,Vidya,Peac,Engineer,1/1/99
105395,Moti,Shackel,Senior Staff,1/1/99
105399,Bernd,Maginnis,Engineer,1/1/99
105401,Babette,Anguita,Engineer,1/1/99
105408,Adit,Gihr,Senior Engineer,1/1/99
105410,Foong,Morton,Senior Engineer,1/1/99
105416,Danco,Gente,Senior Engineer,1/1/99
105417,Rajmohan,Matzel,Senior Engineer,1/1/99
105421,Sadun,Schrooten,Senior Staff,1/1/99
105424,Gad,Tchuente,Assistant Engineer,1/1/99
105428,Srinidhi,Salvesen,Staff,1/1/99
105433,Toshiki,Tiemann,Engineer,1/1/99
105435,Spyrose,Coney,Engineer,1/1/99
105436,Kwun,Esposito,Senior Engineer,1/1/99
105441,Abdelghani,Haldar,Senior Staff,1/1/99
105451,Yuriy,Kisuki,Staff,1/1/99
105452,Juyoung,Welham,Staff,1/1/99
105474,Zito,Fairtlough,Engineer,1/1/99
105482,Brigham,Tetzlaff,Engineer,1/1/99
105485,Magy,Danner,Technique Leader,1/1/99
105488,Boriana,Schurmann,Senior Engineer,1/1/99
105498,Shuzo,Kohling,Senior Engineer,1/1/99
105515,Mototsugu,Kandlur,Senior Engineer,1/1/99
105516,Eishiro,Hebert,Engineer,1/1/99
105527,Paddy,Irland,Senior Engineer,1/1/99
105532,Christophe,Sluis,Senior Engineer,1/1/99
105533,Zijian,Falby,Senior Engineer,1/1/99
105541,Otmar,Gils,Technique Leader,1/1/99
105542,Marko,Zhiwei,Senior Engineer,1/1/99
105543,TRUE,Fabrizio,Senior Engineer,1/1/99
105544,Feiyu,Mitsuhashi,Senior Engineer,1/1/99
105546,Dhritiman,Coombs,Senior Engineer,1/1/99
105549,Chuanti,Glowinski,Engineer,1/1/99
105554,Freyja,Rahier,Senior Engineer,1/1/99
105560,Dmitri,Zeleznik,Senior Engineer,1/1/99
105561,Mariangiola,Baja,Senior Engineer,1/1/99
105564,Jaihie,Parhami,Senior Engineer,1/1/99
105567,Marit,Sooriamurthi,Senior Engineer,1/1/99
105580,Radhika,Kilgore,Engineer,1/1/99
105581,Rasikan,Hanabata,Senior Engineer,1/1/99
105587,Kwun,Demri,Senior Engineer,1/1/99
105603,Masoud,Sommer,Senior Staff,1/1/99
105613,Hironoby,Ressouche,Staff,1/1/99
105617,Naftali,Bolotov,Senior Staff,1/1/99
105618,Kazunori,Bugaenko,Staff,1/1/99
105623,Eben,Miculan,Engineer,1/1/99
105626,Masato,Biran,Senior Engineer,1/1/99
105633,Dmitry,Androutsos,Engineer,1/1/99
105634,Szabolcs,Mullainathan,Staff,1/1/99
105635,Genevieve,Menyhert,Senior Engineer,1/1/99
105637,Remko,Tagansky,Senior Engineer,1/1/99
105642,Sailaja,Lukaszewicz,Senior Engineer,1/1/99
105657,Xiaoqiang,Cappelletti,Senior Engineer,1/1/99
105665,Tonia,Falco,Senior Staff,1/1/99
105670,Arumugam,Rijsenbrij,Engineer,1/1/99
105674,Lalit,Kropatsch,Senior Engineer,1/1/99
105680,Otilia,Mungall,Staff,1/1/99
105681,Pranav,Mikschl,Senior Engineer,1/1/99
105688,Vatsa,Demizu,Engineer,1/1/99
105695,Eric,Blokdijk,Engineer,1/1/99
105696,Weicheng,Syang,Senior Engineer,1/1/99
105705,Ghassan,Mellouli,Engineer,1/1/99
105706,Adhemar,Grandbois,Staff,1/1/99
105716,Ipke,Milicia,Senior Engineer,1/1/99
105722,Maik,Riefers,Staff,1/1/99
105736,Tua,Decleir,Engineer,1/1/99
105738,Qiwen,Jenevein,Senior Staff,1/1/99
105739,Zine,Journel,Senior Engineer,1/1/99
105740,Yuqun,Olivero,Engineer,1/1/99
105741,Jaana,Kandlur,Senior Engineer,1/1/99
105742,Sampalli,Valtorta,Staff,1/1/99
105753,Marsha,Haddadi,Senior Engineer,1/1/99
105763,Yonghong,Gajiwala,Staff,1/1/99
105764,Kwangho,Schach,Staff,1/1/99
105774,Mansur,Luga,Senior Staff,1/1/99
105776,Lokesh,Chinen,Senior Engineer,1/1/99
105786,Ymte,Goodrum,Senior Engineer,1/1/99
105791,Jungsoon,Kading,Staff,1/1/99
105809,Remko,Frolund,Senior Engineer,1/1/99
105810,Subhankar,Shihab,Senior Engineer,1/1/99
105817,Mihalis,Junot,Senior Engineer,1/1/99
105818,Gro,Hoogerwoord,Senior Staff,1/1/99
105839,Ziyad,Rosca,Senior Engineer,1/1/99
105845,Aimee,Itschner,Engineer,1/1/99
105850,Shao,Bernardinello,Senior Engineer,1/1/99
105853,Spyrose,Strehl,Senior Staff,1/1/99
105857,Jixiang,Beutelspacher,Senior Engineer,1/1/99
105860,Heeju,Juneja,Senior Engineer,1/1/99
105876,Eldridge,Junet,Senior Engineer,1/1/99
105877,Moriyoshi,Ravishankar,Engineer,1/1/99
105878,Dhritiman,Malabarba,Senior Engineer,1/1/99
105879,Maha,Dehkordi,Staff,1/1/99
105884,Arvind,Esposito,Senior Engineer,1/1/99
105885,Stamatina,Basawa,Engineer,1/1/99
105891,Pohua,Brlek,Senior Engineer,1/1/99
105906,Arunas,Ligten,Senior Engineer,1/1/99
105910,Guozhong,Zaccaria,Engineer,1/1/99
105915,Marsal,Pearson,Senior Engineer,1/1/99
105920,Nectarios,Gyorkos,Senior Staff,1/1/99
105928,Neven,Wossner,Senior Engineer,1/1/99
105932,Nahla,Hebden,Senior Engineer,1/1/99
105944,Yongmin,Deverell,Senior Engineer,1/1/99
105956,Sudharsan,Rodier,Staff,1/1/99
105961,Aamer,Lambe,Engineer,1/1/99
105962,Shawna,Nyanchama,Senior Staff,1/1/99
105965,Djelloul,Kolvik,Staff,1/1/99
105977,Fox,Cooley,Staff,1/1/99
105981,Bedir,Tyugu,Senior Engineer,1/1/99
105982,Jeong,Percebois,Engineer,1/1/99
105984,Junsik,Mersereau,Senior Engineer,1/1/99
105987,Vojin,Geffroy,Senior Staff,1/1/99
105989,Utpal,Suomi,Senior Engineer,1/1/99
105991,Ronnie,Raczkowsky,Senior Engineer,1/1/99
105992,Sverrir,Harnett,Engineer,1/1/99
105993,Baocai,Peak,Senior Engineer,1/1/99
105998,Herb,Sanella,Senior Engineer,1/1/99
106000,Kristina,Vidya,Senior Engineer,1/1/99
106001,Satosi,Matzke,Senior Engineer,1/1/99
106003,Przemyslawa,Kemmerer,Technique Leader,1/1/99
106007,Trygve,Ligten,Technique Leader,1/1/99
106027,Torsten,Falco,Senior Staff,1/1/99
106031,Hein,Peron,Senior Engineer,1/1/99
106042,Jiann,Calkin,Technique Leader,1/1/99
106048,Urs,Schlumberger,Senior Engineer,1/1/99
106056,Freyja,Demian,Senior Engineer,1/1/99
106066,Giap,Daescu,Senior Staff,1/1/99
106073,Isamu,Chappelet,Senior Engineer,1/1/99
106075,Zhonghui,Greenaway,Technique Leader,1/1/99
106083,Jacopo,Panangaden,Engineer,1/1/99
106098,Barry,Demke,Staff,1/1/99
106099,Jiang,Gire,Engineer,1/1/99
106104,Magdalena,Lueh,Staff,1/1/99
106107,Hidde,Undy,Senior Engineer,1/1/99
106110,Serenella,Gornas,Technique Leader,1/1/99
106113,Shigenori,Gill,Senior Engineer,1/1/99
106121,Moni,Tiemann,Technique Leader,1/1/99
106129,Shuji,Kakkad,Senior Engineer,1/1/99
106131,Kolar,Goodrum,Senior Engineer,1/1/99
106132,Yinlin,Schapiro,Senior Engineer,1/1/99
106134,Franziska,Kuzuoka,Engineer,1/1/99
106149,Quingbo,Matzel,Senior Engineer,1/1/99
106161,Rafael,Baba,Senior Engineer,1/1/99
106163,Moto,Marwedel,Senior Engineer,1/1/99
106166,Sahrah,Lukaszewicz,Engineer,1/1/99
106169,Shridhar,Kroon,Engineer,1/1/99
106170,Giap,Nergos,Senior Staff,1/1/99
106175,Kazuhisa,Lunn,Senior Engineer,1/1/99
106177,Zongyan,DuCasse,Senior Engineer,1/1/99
106187,Kazuyasu,Rassart,Senior Staff,1/1/99
106190,Rosalyn,Kobuchi,Senior Staff,1/1/99
106191,Nishit,Hedayat,Staff,1/1/99
106192,Alejandra,Calkin,Senior Engineer,1/1/99
106197,Geraldo,Ciolek,Engineer,1/1/99
106199,Martijn,Peng,Senior Engineer,1/1/99
106206,Behnaam,Schlenzig,Senior Engineer,1/1/99
106212,Kristof,Pluym,Senior Engineer,1/1/99
106214,Valdiodio,Demir,Senior Engineer,1/1/99
106215,Raimond,Lyonns,Engineer,1/1/99
106222,Shim,Uludag,Senior Engineer,1/1/99
106223,Tamiya,Kriebel,Engineer,1/1/99
106232,Luerbio,Hiltgen,Senior Engineer,1/1/99
106240,Shen,Ramras,Engineer,1/1/99
106244,Xiaoshan,Joslin,Assistant Engineer,1/1/99
106248,Yuchang,Lorcy,Engineer,1/1/99
106256,Yakichi,Michaeli,Senior Engineer,1/1/99
106257,Val,Assaf,Senior Engineer,1/1/99
106262,Mats,Dredge,Senior Engineer,1/1/99
106269,Wayne,Rissanen,Senior Engineer,1/1/99
106274,Sahrah,Wiegley,Staff,1/1/99
106277,Ingmar,Laventhal,Technique Leader,1/1/99
106283,Yongmao,Matzen,Staff,1/1/99
106286,Kenroku,Cronan,Senior Engineer,1/1/99
106307,Gil,Lunn,Technique Leader,1/1/99
106317,Lein,Busillo,Senior Staff,1/1/99
106318,Fumiyo,Antonisse,Assistant Engineer,1/1/99
106328,Khoa,Smeets,Senior Engineer,1/1/99
106331,Fumiko,Lorch,Senior Engineer,1/1/99
106340,Giordano,Plotkin,Assistant Engineer,1/1/99
106346,Perry,Cronan,Engineer,1/1/99
106347,Garnik,Manderick,Senior Engineer,1/1/99
106355,Lena,Schmiedel,Senior Engineer,1/1/99
106361,Kristinn,Schrift,Staff,1/1/99
106375,Ziva,Pettey,Senior Engineer,1/1/99
106383,Yechezkel,Denny,Senior Staff,1/1/99
106396,Fay,Zumaque,Technique Leader,1/1/99
106397,Brewster,Koblick,Senior Staff,1/1/99
106404,Monique,Crooks,Assistant Engineer,1/1/99
106411,Anyuan,Marletta,Senior Engineer,1/1/99
106424,Stevo,Sidhu,Senior Staff,1/1/99
106425,Beshir,Rohrbach,Senior Engineer,1/1/99
106440,Mong,Pulkowski,Engineer,1/1/99
106450,Uma,Shokrollahi,Senior Engineer,1/1/99
106457,Toshimitsu,Frezza,Engineer,1/1/99
106462,Chanjung,Decaestecker,Technique Leader,1/1/99
106466,Wayne,Anick,Senior Engineer,1/1/99
106471,Teruyuki,Hettesheimer,Senior Staff,1/1/99
106478,Barna,Templeman,Senior Engineer,1/1/99
106483,Maya,Brodal,Senior Staff,1/1/99
106484,Yuriy,Hiroyama,Senior Staff,1/1/99
106487,Khalil,Ramsey,Senior Engineer,1/1/99
106493,Shirish,Dulay,Senior Staff,1/1/99
106497,Radoslaw,Matzen,Senior Engineer,1/1/99
106499,Qiwen,Pfau,Technique Leader,1/1/99
106504,Tremaine,Panangaden,Technique Leader,1/1/99
106510,Rasiah,Whitcomb,Senior Engineer,1/1/99
106515,Kish,Stamatiou,Engineer,1/1/99
106516,Charlene,Mullainathan,Senior Engineer,1/1/99
106523,Eben,Diderrich,Engineer,1/1/99
106531,Shuky,Eiron,Senior Engineer,1/1/99
106532,Gift,Decleir,Technique Leader,1/1/99
